type,GEOID,racial_majority,month,filings_2020,filings_avg,last_updated
Census Tract,39095003500,Black,09/2021,0,2,
Census Tract,39095003500,Black,10/2021,0,1,
Census Tract,39095003500,Black,11/2021,0,0.5,
Census Tract,39095003500,Black,12/2021,0,1.5,
Census Tract,39095003500,Black,01/2022,0,1,
Census Tract,39095003500,Black,02/2022,0,1,
Census Tract,39095003500,Black,03/2022,1,0,
Census Tract,39095003500,Black,04/2022,0,1,
Census Tract,39095003500,Black,05/2022,1,0.5,
Census Tract,39095003500,Black,06/2022,2,2,
Census Tract,39095003500,Black,07/2022,3,1,
Census Tract,39095003500,Black,08/2022,1,1,
Census Tract,39095003500,Black,09/2022,2,2,
Census Tract,39095003500,Black,10/2022,1,1,
Census Tract,39095003500,Black,11/2022,1,0.5,
Census Tract,39095003500,Black,12/2022,1,1.5,
Census Tract,39095003500,Black,01/2023,1,1,
Census Tract,39095003500,Black,02/2023,1,1,
Census Tract,39095003500,Black,03/2023,0,0,
Census Tract,39095003500,Black,04/2023,2,1,
Census Tract,39095003500,Black,05/2023,0,0.5,
Census Tract,39095003500,Black,06/2023,3,2,
Census Tract,39095003500,Black,07/2023,1,1,
Census Tract,39095003500,Black,08/2023,1,1,
Census Tract,39095003500,Black,09/2023,1,2,
Census Tract,39095003500,Black,10/2023,1,1,
Census Tract,39095003500,Black,11/2023,0,0.5,
Census Tract,39095003500,Black,12/2023,2,1.5,
Census Tract,39095003500,Black,01/2024,1,1,
Census Tract,39095003500,Black,02/2024,1,1,
Census Tract,39095003500,Black,03/2024,0,0,
Census Tract,39095003500,Black,04/2024,0,1,
Census Tract,39095003500,Black,05/2024,1,0.5,
Census Tract,39095003500,Black,06/2024,1,2,
Census Tract,39095003500,Black,07/2024,1,1,
Census Tract,39095003500,Black,08/2024,1,1,
Census Tract,39095003500,Black,09/2024,3,2,
Census Tract,39095003500,Black,10/2024,1,1,
Census Tract,39095003500,Black,11/2024,1,0.5,
Census Tract,39095003500,Black,12/2024,1,1.5,
Census Tract,39095003500,Black,01/2025,3,1,
Census Tract,39095003500,Black,02/2025,2,1,
Census Tract,39095003500,Black,03/2025,0,0,
Census Tract,39095003500,Black,04/2025,0,1,
Census Tract,39095003500,Black,05/2025,2,0.5,
Census Tract,39095003500,Black,06/2025,3,2,
Census Tract,39095003500,Black,07/2025,1,1,
Census Tract,39095003500,Black,08/2025,0,1,
Census Tract,39095003500,Black,09/2025,1,2,
Census Tract,39095003500,Black,10/2025,2,1,
Census Tract,39095003500,Black,11/2025,0,0.5,
Census Tract,39095003500,Black,12/2025,1,1.5,
Census Tract,39095003500,Black,01/2026,0,1,
Census Tract,39095003500,Black,02/2026,1,1,
Census Tract,39095003500,Black,03/2026,1,0,
Census Tract,39095003500,Black,04/2026,1,1,
Census Tract,39095003500,Black,05/2026,1,0.5,
Census Tract,39095003500,Black,06/2026,1,2,
Census Tract,39095003500,Black,07/2026,1,0.5,2026-07-18
Census Tract,39095003600,Black,01/2020,3,0.5,
Census Tract,39095003600,Black,02/2020,4,2,
Census Tract,39095003600,Black,03/2020,0,2,
Census Tract,39095003600,Black,04/2020,0,1.5,
Census Tract,39095003600,Black,05/2020,0,1,
Census Tract,39095003600,Black,06/2020,1,0,
Census Tract,39095003600,Black,07/2020,2,1.5,
Census Tract,39095003600,Black,08/2020,3,3,
Census Tract,39095003600,Black,09/2020,4,0,
Census Tract,39095003600,Black,10/2020,4,2.5,
Census Tract,39095003600,Black,11/2020,0,0.5,
Census Tract,39095003600,Black,12/2020,1,1,
Census Tract,39095003600,Black,01/2021,1,0.5,
Census Tract,39095003600,Black,02/2021,0,2,
Census Tract,39095003600,Black,03/2021,0,2,
Census Tract,39095003600,Black,04/2021,2,1.5,
Census Tract,39095003600,Black,05/2021,1,1,
Census Tract,39095003600,Black,06/2021,1,0,
Census Tract,39095003600,Black,07/2021,0,1.5,
Census Tract,39095003600,Black,08/2021,4,3,
Census Tract,39095003600,Black,09/2021,1,0,
Census Tract,39095003600,Black,10/2021,1,2.5,
Census Tract,39095003600,Black,11/2021,1,0.5,
Census Tract,39095003600,Black,12/2021,0,1,
Census Tract,39095003600,Black,01/2022,2,0.5,
Census Tract,39095003600,Black,02/2022,0,2,
Census Tract,39095003600,Black,03/2022,0,2,
Census Tract,39095003600,Black,04/2022,2,1.5,
Census Tract,39095003600,Black,05/2022,2,1,
Census Tract,39095003600,Black,06/2022,0,0,
Census Tract,39095003600,Black,07/2022,4,1.5,
Census Tract,39095003600,Black,08/2022,1,3,
Census Tract,39095003600,Black,09/2022,0,0,
Census Tract,39095003600,Black,10/2022,0,2.5,
Census Tract,39095003600,Black,11/2022,1,0.5,
Census Tract,39095003600,Black,12/2022,1,1,
Census Tract,39095003600,Black,01/2023,0,0.5,
Census Tract,39095003600,Black,02/2023,3,2,
Census Tract,39095003600,Black,03/2023,0,2,
Census Tract,39095003600,Black,04/2023,2,1.5,
Census Tract,39095003600,Black,05/2023,0,1,
Census Tract,39095003600,Black,06/2023,0,0,
Census Tract,39095003600,Black,07/2023,0,1.5,
Census Tract,39095003600,Black,08/2023,6,3,
Census Tract,39095003600,Black,09/2023,0,0,
Census Tract,39095003600,Black,10/2023,2,2.5,
Census Tract,39095003600,Black,11/2023,0,0.5,
Census Tract,39095003600,Black,12/2023,1,1,
Census Tract,39095003600,Black,01/2024,1,0.5,
Census Tract,39095003600,Black,02/2024,1,2,
Census Tract,39095003600,Black,03/2024,4,2,
Census Tract,39095003600,Black,04/2024,1,1.5,
Census Tract,39095003600,Black,05/2024,2,1,
Census Tract,39095003600,Black,06/2024,0,0,
Census Tract,39095003600,Black,07/2024,3,1.5,
Census Tract,39095003600,Black,08/2024,0,3,
Census Tract,39095003600,Black,09/2024,0,0,
Census Tract,39095003600,Black,10/2024,3,2.5,
Census Tract,39095003600,Black,11/2024,1,0.5,
Census Tract,39095003600,Black,12/2024,1,1,
Census Tract,39095003600,Black,01/2025,2,0.5,
Census Tract,39095003600,Black,02/2025,0,2,
Census Tract,39095003600,Black,03/2025,0,2,
Census Tract,39095003600,Black,04/2025,2,1.5,
Census Tract,39095003600,Black,05/2025,4,1,
Census Tract,39095003600,Black,06/2025,2,0,
Census Tract,39095003600,Black,07/2025,5,1.5,
Census Tract,39095003600,Black,08/2025,1,3,
Census Tract,39095003600,Black,09/2025,1,0,
Census Tract,39095003600,Black,10/2025,0,2.5,
Census Tract,39095003600,Black,11/2025,0,0.5,
Census Tract,39095003600,Black,12/2025,2,1,
Census Tract,39095003600,Black,01/2026,5,0.5,
Census Tract,39095003600,Black,02/2026,1,2,
Census Tract,39095003600,Black,03/2026,1,2,
Census Tract,39095003600,Black,04/2026,2,1.5,
Census Tract,39095003600,Black,05/2026,2,1,
Census Tract,39095003600,Black,06/2026,1,0,
Census Tract,39095003600,Black,07/2026,0,0.5,2026-07-18
Census Tract,39095003901,White,01/2020,5,4,
Census Tract,39095003901,White,02/2020,1,2.5,
Census Tract,39095003901,White,03/2020,1,3,
Census Tract,39095003901,White,04/2020,3,1,
Census Tract,39095003901,White,05/2020,2,5,
Census Tract,39095003901,White,06/2020,2,1.5,
Census Tract,39095003901,White,07/2020,3,4,
Census Tract,39095003901,White,08/2020,5,4,
Census Tract,39095003901,White,09/2020,2,2.5,
Census Tract,39095003901,White,10/2020,4,3,
Census Tract,39095003901,White,11/2020,3,2,
Census Tract,39095003901,White,12/2020,4,2,
Census Tract,39095003901,White,01/2021,5,4,
Census Tract,39095003901,White,02/2021,1,2.5,
Census Tract,39095003901,White,03/2021,1,3,
Census Tract,39095003901,White,04/2021,3,1,
Census Tract,39095003901,White,05/2021,1,5,
Census Tract,39095003901,White,06/2021,3,1.5,
Census Tract,39095003901,White,07/2021,3,4,
Census Tract,39095003901,White,08/2021,3,4,
Census Tract,39095003901,White,09/2021,4,2.5,
Census Tract,39095003901,White,10/2021,5,3,
Census Tract,39095003901,White,11/2021,4,2,
Census Tract,39095003901,White,12/2021,4,2,
Census Tract,39095003901,White,01/2022,3,4,
Census Tract,39095003901,White,02/2022,4,2.5,
Census Tract,39095003901,White,03/2022,4,3,
Census Tract,39095003901,White,04/2022,0,1,
Census Tract,39095003901,White,05/2022,5,5,
Census Tract,39095003901,White,06/2022,0,1.5,
Census Tract,39095003901,White,07/2022,4,4,
Census Tract,39095003901,White,08/2022,4,4,
Census Tract,39095003901,White,09/2022,2,2.5,
Census Tract,39095003901,White,10/2022,6,3,
Census Tract,39095003901,White,11/2022,6,2,
Census Tract,39095003901,White,12/2022,2,2,
Census Tract,39095003901,White,01/2023,7,4,
Census Tract,39095003901,White,02/2023,1,2.5,
Census Tract,39095003901,White,03/2023,3,3,
Census Tract,39095003901,White,04/2023,1,1,
Census Tract,39095003901,White,05/2023,5,5,
Census Tract,39095003901,White,06/2023,1,1.5,
Census Tract,39095003901,White,07/2023,2,4,
Census Tract,39095003901,White,08/2023,3,4,
Census Tract,39095003901,White,09/2023,3,2.5,
Census Tract,39095003901,White,10/2023,5,3,
Census Tract,39095003901,White,11/2023,2,2,
Census Tract,39095003901,White,12/2023,3,2,
Census Tract,39095003901,White,01/2024,1,4,
Census Tract,39095003901,White,02/2024,4,2.5,
Census Tract,39095003901,White,03/2024,3,3,
Census Tract,39095003901,White,04/2024,1,1,
Census Tract,39095003901,White,05/2024,5,5,
Census Tract,39095003901,White,06/2024,2,1.5,
Census Tract,39095003901,White,07/2024,6,4,
Census Tract,39095003901,White,08/2024,5,4,
Census Tract,39095003901,White,09/2024,2,2.5,
Census Tract,39095003901,White,10/2024,1,3,
Census Tract,39095003901,White,11/2024,2,2,
Census Tract,39095003901,White,12/2024,1,2,
Census Tract,39095003901,White,01/2025,0,4,
Census Tract,39095003901,White,02/2025,2,2.5,
Census Tract,39095003901,White,03/2025,0,3,
Census Tract,39095003901,White,04/2025,2,1,
Census Tract,39095003901,White,05/2025,3,5,
Census Tract,39095003901,White,06/2025,5,1.5,
Census Tract,39095003901,White,07/2025,5,4,
Census Tract,39095003901,White,08/2025,4,4,
Census Tract,39095003901,White,09/2025,4,2.5,
Census Tract,39095003901,White,10/2025,5,3,
Census Tract,39095003901,White,11/2025,2,2,
Census Tract,39095003901,White,12/2025,3,2,
Census Tract,39095003901,White,01/2026,5,4,
Census Tract,39095003901,White,02/2026,5,2.5,
Census Tract,39095003901,White,03/2026,2,3,
Census Tract,39095003901,White,04/2026,4,1,
Census Tract,39095003901,White,05/2026,4,5,
Census Tract,39095003901,White,06/2026,4,1.5,
Census Tract,39095003901,White,07/2026,6,2,2026-07-18
Census Tract,39095003902,Other,01/2020,1,4.5,
Census Tract,39095003902,Other,02/2020,1,3,
Census Tract,39095003902,Other,03/2020,2,1.5,
Census Tract,39095003902,Other,04/2020,0,2.5,
Census Tract,39095003902,Other,05/2020,0,4,
Census Tract,39095003902,Other,06/2020,1,1,
Census Tract,39095003902,Other,07/2020,0,2.5,
Census Tract,39095003902,Other,08/2020,2,3,
Census Tract,39095003902,Other,09/2020,1,2,
Census Tract,39095003902,Other,10/2020,2,2,
Census Tract,39095003902,Other,11/2020,1,2,
Census Tract,39095003902,Other,12/2020,1,2.5,
Census Tract,39095003902,Other,01/2021,1,4.5,
Census Tract,39095003902,Other,02/2021,0,3,
Census Tract,39095003902,Other,03/2021,0,1.5,
Census Tract,39095003902,Other,04/2021,1,2.5,
Census Tract,39095003902,Other,05/2021,2,4,
Census Tract,39095003902,Other,06/2021,4,1,
Census Tract,39095003902,Other,07/2021,1,2.5,
Census Tract,39095003902,Other,08/2021,1,3,
Census Tract,39095003902,Other,09/2021,2,2,
Census Tract,39095003902,Other,10/2021,3,2,
Census Tract,39095003902,Other,11/2021,3,2,
Census Tract,39095003902,Other,12/2021,2,2.5,
Census Tract,39095003902,Other,01/2022,1,4.5,
Census Tract,39095003902,Other,02/2022,1,3,
Census Tract,39095003902,Other,03/2022,4,1.5,
Census Tract,39095003902,Other,04/2022,3,2.5,
Census Tract,39095003902,Other,05/2022,4,4,
Census Tract,39095003902,Other,06/2022,3,1,
Census Tract,39095003902,Other,07/2022,2,2.5,
Census Tract,39095003902,Other,08/2022,4,3,
Census Tract,39095003902,Other,09/2022,1,2,
Census Tract,39095003902,Other,10/2022,5,2,
Census Tract,39095003902,Other,11/2022,5,2,
Census Tract,39095003902,Other,12/2022,3,2.5,
Census Tract,39095003902,Other,01/2023,5,4.5,
Census Tract,39095003902,Other,02/2023,4,3,
Census Tract,39095003902,Other,03/2023,0,1.5,
Census Tract,39095003902,Other,04/2023,1,2.5,
Census Tract,39095003902,Other,05/2023,5,4,
Census Tract,39095003902,Other,06/2023,1,1,
Census Tract,39095003902,Other,07/2023,3,2.5,
Census Tract,39095003902,Other,08/2023,2,3,
Census Tract,39095003902,Other,09/2023,2,2,
Census Tract,39095003902,Other,10/2023,1,2,
Census Tract,39095003902,Other,11/2023,1,2,
Census Tract,39095003902,Other,12/2023,1,2.5,
Census Tract,39095003902,Other,01/2024,4,4.5,
Census Tract,39095003902,Other,02/2024,2,3,
Census Tract,39095003902,Other,03/2024,3,1.5,
Census Tract,39095003902,Other,04/2024,4,2.5,
Census Tract,39095003902,Other,05/2024,3,4,
Census Tract,39095003902,Other,06/2024,1,1,
Census Tract,39095003902,Other,07/2024,2,2.5,
Census Tract,39095003902,Other,08/2024,4,3,
Census Tract,39095003902,Other,09/2024,2,2,
Census Tract,39095003902,Other,10/2024,3,2,
Census Tract,39095003902,Other,11/2024,3,2,
Census Tract,39095003902,Other,12/2024,4,2.5,
Census Tract,39095003902,Other,01/2025,2,4.5,
Census Tract,39095003902,Other,02/2025,0,3,
Census Tract,39095003902,Other,03/2025,4,1.5,
Census Tract,39095003902,Other,04/2025,3,2.5,
Census Tract,39095003902,Other,05/2025,6,4,
Census Tract,39095003902,Other,06/2025,3,1,
Census Tract,39095003902,Other,07/2025,1,2.5,
Census Tract,39095003902,Other,08/2025,4,3,
Census Tract,39095003902,Other,09/2025,2,2,
Census Tract,39095003902,Other,10/2025,2,2,
Census Tract,39095003902,Other,11/2025,3,2,
Census Tract,39095003902,Other,12/2025,2,2.5,
Census Tract,39095003902,Other,01/2026,4,4.5,
Census Tract,39095003902,Other,02/2026,2,3,
Census Tract,39095003902,Other,03/2026,1,1.5,
Census Tract,39095003902,Other,04/2026,3,2.5,
Census Tract,39095003902,Other,05/2026,1,4,
Census Tract,39095003902,Other,06/2026,3,1,
Census Tract,39095003902,Other,07/2026,2,0.5,2026-07-18
Census Tract,39095004000,Other,01/2020,2,3.5,
Census Tract,39095004000,Other,02/2020,3,3.5,
Census Tract,39095004000,Other,03/2020,3,1.5,
Census Tract,39095004000,Other,04/2020,0,2.5,
Census Tract,39095004000,Other,05/2020,3,3.5,
Census Tract,39095004000,Other,06/2020,3,2,
Census Tract,39095004000,Other,07/2020,7,2,
Census Tract,39095004000,Other,08/2020,2,2.5,
Census Tract,39095004000,Other,09/2020,1,3,
Census Tract,39095004000,Other,10/2020,1,2.5,
Census Tract,39095004000,Other,11/2020,2,3,
Census Tract,39095004000,Other,12/2020,2,1.5,
Census Tract,39095004000,Other,01/2021,4,3.5,
Census Tract,39095004000,Other,02/2021,2,3.5,
Census Tract,39095004000,Other,03/2021,2,1.5,
Census Tract,39095004000,Other,04/2021,3,2.5,
Census Tract,39095004000,Other,05/2021,1,3.5,
Census Tract,39095004000,Other,06/2021,2,2,
Census Tract,39095004000,Other,07/2021,5,2,
Census Tract,39095004000,Other,08/2021,2,2.5,
Census Tract,39095004000,Other,09/2021,6,3,
Census Tract,39095004000,Other,10/2021,1,2.5,
Census Tract,39095004000,Other,11/2021,2,3,
Census Tract,39095004000,Other,12/2021,3,1.5,
Census Tract,39095004000,Other,01/2022,1,3.5,
Census Tract,39095004000,Other,02/2022,3,3.5,
Census Tract,39095004000,Other,03/2022,6,1.5,
Census Tract,39095004000,Other,04/2022,3,2.5,
Census Tract,39095004000,Other,05/2022,3,3.5,
Census Tract,39095004000,Other,06/2022,1,2,
Census Tract,39095004000,Other,07/2022,2,2,
Census Tract,39095004000,Other,08/2022,3,2.5,
Census Tract,39095004000,Other,09/2022,2,3,
Census Tract,39095004000,Other,10/2022,4,2.5,
Census Tract,39095004000,Other,11/2022,2,3,
Census Tract,39095004000,Other,12/2022,1,1.5,
Census Tract,39095004000,Other,01/2023,3,3.5,
Census Tract,39095004000,Other,02/2023,3,3.5,
Census Tract,39095004000,Other,03/2023,2,1.5,
Census Tract,39095004000,Other,04/2023,4,2.5,
Census Tract,39095004000,Other,05/2023,3,3.5,
Census Tract,39095004000,Other,06/2023,2,2,
Census Tract,39095004000,Other,07/2023,0,2,
Census Tract,39095004000,Other,08/2023,2,2.5,
Census Tract,39095004000,Other,09/2023,3,3,
Census Tract,39095004000,Other,10/2023,4,2.5,
Census Tract,39095004000,Other,11/2023,4,3,
Census Tract,39095004000,Other,12/2023,0,1.5,
Census Tract,39095004000,Other,01/2024,4,3.5,
Census Tract,39095004000,Other,02/2024,4,3.5,
Census Tract,39095004000,Other,03/2024,1,1.5,
Census Tract,39095004000,Other,04/2024,1,2.5,
Census Tract,39095004000,Other,05/2024,4,3.5,
Census Tract,39095004000,Other,06/2024,2,2,
Census Tract,39095004000,Other,07/2024,4,2,
Census Tract,39095004000,Other,08/2024,3,2.5,
Census Tract,39095004000,Other,09/2024,3,3,
Census Tract,39095004000,Other,10/2024,1,2.5,
Census Tract,39095004000,Other,11/2024,2,3,
Census Tract,39095004000,Other,12/2024,3,1.5,
Census Tract,39095004000,Other,01/2025,4,3.5,
Census Tract,39095004000,Other,02/2025,3,3.5,
Census Tract,39095004000,Other,03/2025,8,1.5,
Census Tract,39095004000,Other,04/2025,2,2.5,
Census Tract,39095004000,Other,05/2025,2,3.5,
Census Tract,39095004000,Other,06/2025,3,2,
Census Tract,39095004000,Other,07/2025,7,2,
Census Tract,39095004000,Other,08/2025,5,2.5,
Census Tract,39095004000,Other,09/2025,5,3,
Census Tract,39095004000,Other,10/2025,1,2.5,
Census Tract,39095004000,Other,11/2025,2,3,
Census Tract,39095004000,Other,12/2025,0,1.5,
Census Tract,39095004000,Other,01/2026,2,3.5,
Census Tract,39095004000,Other,02/2026,3,3.5,
Census Tract,39095004000,Other,03/2026,2,1.5,
Census Tract,39095004000,Other,04/2026,3,2.5,
Census Tract,39095004000,Other,05/2026,3,3.5,
Census Tract,39095004000,Other,06/2026,4,2,
Census Tract,39095004000,Other,07/2026,2,1,2026-07-18
Census Tract,39095004200,Other,01/2020,1,5,
Census Tract,39095004200,Other,02/2020,3,1,
Census Tract,39095004200,Other,03/2020,2,2,
Census Tract,39095004200,Other,04/2020,0,5,
Census Tract,39095004200,Other,05/2020,0,2.5,
Census Tract,39095004200,Other,06/2020,4,3,
Census Tract,39095004200,Other,07/2020,2,5,
Census Tract,39095004200,Other,08/2020,5,3,
Census Tract,39095004200,Other,09/2020,3,3.5,
Census Tract,39095004200,Other,10/2020,1,3.5,
Census Tract,39095004200,Other,11/2020,0,2,
Census Tract,39095004200,Other,12/2020,3,1,
Census Tract,39095004200,Other,01/2021,2,5,
Census Tract,39095004200,Other,02/2021,0,1,
Census Tract,39095004200,Other,03/2021,2,2,
Census Tract,39095004200,Other,04/2021,4,5,
Census Tract,39095004200,Other,05/2021,5,2.5,
Census Tract,39095004200,Other,06/2021,0,3,
Census Tract,39095004200,Other,07/2021,2,5,
Census Tract,39095004200,Other,08/2021,2,3,
Census Tract,39095004200,Other,09/2021,4,3.5,
Census Tract,39095004200,Other,10/2021,4,3.5,
Census Tract,39095004200,Other,11/2021,2,2,
Census Tract,39095004200,Other,12/2021,1,1,
Census Tract,39095004200,Other,01/2022,2,5,
Census Tract,39095004200,Other,02/2022,0,1,
Census Tract,39095004200,Other,03/2022,2,2,
Census Tract,39095004200,Other,04/2022,0,5,
Census Tract,39095004200,Other,05/2022,2,2.5,
Census Tract,39095004200,Other,06/2022,1,3,
Census Tract,39095004200,Other,07/2022,2,5,
Census Tract,39095004200,Other,08/2022,3,3,
Census Tract,39095004200,Other,09/2022,2,3.5,
Census Tract,39095004200,Other,10/2022,1,3.5,
Census Tract,39095004200,Other,11/2022,3,2,
Census Tract,39095004200,Other,12/2022,1,1,
Census Tract,39095004200,Other,01/2023,5,5,
Census Tract,39095004200,Other,02/2023,1,1,
Census Tract,39095004200,Other,03/2023,4,2,
Census Tract,39095004200,Other,04/2023,5,5,
Census Tract,39095004200,Other,05/2023,1,2.5,
Census Tract,39095004200,Other,06/2023,2,3,
Census Tract,39095004200,Other,07/2023,4,5,
Census Tract,39095004200,Other,08/2023,2,3,
Census Tract,39095004200,Other,09/2023,2,3.5,
Census Tract,39095004200,Other,10/2023,5,3.5,
Census Tract,39095004200,Other,11/2023,3,2,
Census Tract,39095004200,Other,12/2023,0,1,
Census Tract,39095004200,Other,01/2024,5,5,
Census Tract,39095004200,Other,02/2024,1,1,
Census Tract,39095004200,Other,03/2024,0,2,
Census Tract,39095004200,Other,04/2024,5,5,
Census Tract,39095004200,Other,05/2024,4,2.5,
Census Tract,39095004200,Other,06/2024,4,3,
Census Tract,39095004200,Other,07/2024,6,5,
Census Tract,39095004200,Other,08/2024,4,3,
Census Tract,39095004200,Other,09/2024,5,3.5,
Census Tract,39095004200,Other,10/2024,2,3.5,
Census Tract,39095004200,Other,11/2024,1,2,
Census Tract,39095004200,Other,12/2024,2,1,
Census Tract,39095004200,Other,01/2025,2,5,
Census Tract,39095004200,Other,02/2025,6,1,
Census Tract,39095004200,Other,03/2025,2,2,
Census Tract,39095004200,Other,04/2025,0,5,
Census Tract,39095004200,Other,05/2025,2,2.5,
Census Tract,39095004200,Other,06/2025,3,3,
