type,GEOID,racial_majority,week,week_date,week_filings,filings_avg,last_updated
County,27001,White,1,2019-12-29,1,0.125,2023-04-08
County,27001,White,2,2020-01-05,0,0.5,2023-04-08
County,27001,White,3,2020-01-12,1,0.375,2023-04-08
County,27001,White,4,2020-01-19,0,0.75,2023-04-08
County,27001,White,5,2020-01-26,1,0.125,2023-04-08
County,27001,White,6,2020-02-02,0,0.5,2023-04-08
County,27001,White,7,2020-02-09,0,0.25,2023-04-08
County,27001,White,8,2020-02-16,0,0.25,2023-04-08
County,27001,White,9,2020-02-23,0,0.5,2023-04-08
County,27001,White,10,2020-03-01,1,0.375,2023-04-08
County,27001,White,11,2020-03-08,1,0.375,2023-04-08
County,27001,White,12,2020-03-15,0,0.625,2023-04-08
County,27001,White,13,2020-03-22,0,0.25,2023-04-08
County,27001,White,14,2020-03-29,0,0.25,2023-04-08
County,27001,White,15,2020-04-05,0,0.75,2023-04-08
County,27001,White,16,2020-04-12,0,0.5,2023-04-08
County,27001,White,17,2020-04-19,0,0.5,2023-04-08
County,27001,White,18,2020-04-26,0,0.5,2023-04-08
County,27001,White,19,2020-05-03,0,0.375,2023-04-08
County,27001,White,20,2020-05-10,0,0.25,2023-04-08
County,27001,White,21,2020-05-17,0,0.375,2023-04-08
County,27001,White,22,2020-05-24,0,0.5,2023-04-08
County,27001,White,23,2020-05-31,0,0.5,2023-04-08
County,27001,White,24,2020-06-07,0,0.5,2023-04-08
County,27001,White,25,2020-06-14,0,0.5,2023-04-08
County,27001,White,26,2020-06-21,0,0.75,2023-04-08
County,27001,White,27,2020-06-28,0,0.5,2023-04-08
County,27001,White,28,2020-07-05,0,0.625,2023-04-08
County,27001,White,29,2020-07-12,0,0.375,2023-04-08
County,27001,White,30,2020-07-19,0,0.5,2023-04-08
County,27001,White,31,2020-07-26,0,0.5,2023-04-08
County,27001,White,32,2020-08-02,1,0.625,2023-04-08
County,27001,White,33,2020-08-09,0,0.625,2023-04-08
County,27001,White,34,2020-08-16,0,0.375,2023-04-08
County,27001,White,35,2020-08-23,0,0.375,2023-04-08
County,27001,White,36,2020-08-30,0,0.375,2023-04-08
County,27001,White,37,2020-09-06,0,0.25,2023-04-08
County,27001,White,38,2020-09-13,0,0.5,2023-04-08
County,27001,White,39,2020-09-20,1,0.875,2023-04-08
County,27001,White,40,2020-09-27,0,0.125,2023-04-08
County,27001,White,41,2020-10-04,0,1.25,2023-04-08
County,27001,White,42,2020-10-11,0,0.625,2023-04-08
County,27001,White,43,2020-10-18,0,0.125,2023-04-08
County,27001,White,44,2020-10-25,0,0.75,2023-04-08
County,27001,White,45,2020-11-01,0,0.5,2023-04-08
County,27001,White,46,2020-11-08,0,0.25,2023-04-08
County,27001,White,47,2020-11-15,0,0.75,2023-04-08
County,27001,White,48,2020-11-22,0,0.25,2023-04-08
County,27001,White,49,2020-11-29,0,0.125,2023-04-08
County,27001,White,50,2020-12-06,1,1,2023-04-08
County,27001,White,51,2020-12-13,0,0.75,2023-04-08
County,27001,White,52,2020-12-20,0,0.375,2023-04-08
County,27001,White,53,2020-12-27,0,0.625,2023-04-08
County,27001,White,54,2021-01-03,0,0.375,2023-04-08
County,27001,White,55,2021-01-10,0,0.5,2023-04-08
County,27001,White,56,2021-01-17,0,0.75,2023-04-08
County,27001,White,57,2021-01-24,0,0.125,2023-04-08
County,27001,White,58,2021-01-31,0,0.375,2023-04-08
County,27001,White,59,2021-02-07,0,0.25,2023-04-08
County,27001,White,60,2021-02-14,0,0.375,2023-04-08
County,27001,White,61,2021-02-21,0,0.375,2023-04-08
County,27001,White,62,2021-02-28,0,0.5,2023-04-08
County,27001,White,63,2021-03-07,1,0.375,2023-04-08
County,27001,White,64,2021-03-14,0,0.5,2023-04-08
County,27001,White,65,2021-03-21,0,0.375,2023-04-08
County,27001,White,66,2021-03-28,0,0.25,2023-04-08
County,27001,White,67,2021-04-04,0,0.75,2023-04-08
County,27001,White,68,2021-04-11,0,0.5,2023-04-08
County,27001,White,69,2021-04-18,0,0.25,2023-04-08
County,27001,White,70,2021-04-25,0,0.75,2023-04-08
County,27001,White,71,2021-05-02,0,0.25,2023-04-08
County,27001,White,72,2021-05-09,0,0.375,2023-04-08
County,27001,White,73,2021-05-16,0,0.375,2023-04-08
County,27001,White,74,2021-05-23,1,0.5,2023-04-08
County,27001,White,75,2021-05-30,0,0.5,2023-04-08
County,27001,White,76,2021-06-06,1,0.5,2023-04-08
County,27001,White,77,2021-06-13,2,0.125,2023-04-08
County,27001,White,78,2021-06-20,0,1,2023-04-08
County,27001,White,79,2021-06-27,0,0.625,2023-04-08
County,27001,White,80,2021-07-04,1,0.375,2023-04-08
County,27001,White,81,2021-07-11,0,0.375,2023-04-08
County,27001,White,82,2021-07-18,0,0.375,2023-04-08
County,27001,White,83,2021-07-25,2,0.625,2023-04-08
County,27001,White,84,2021-08-01,2,0.5,2023-04-08
County,27001,White,85,2021-08-08,0,0.875,2023-04-08
County,27001,White,86,2021-08-15,1,0.375,2023-04-08
County,27001,White,87,2021-08-22,0,0.375,2023-04-08
County,27001,White,88,2021-08-29,1,0.5,2023-04-08
County,27001,White,89,2021-09-05,0,0.125,2023-04-08
County,27001,White,90,2021-09-12,0,0.625,2023-04-08
County,27001,White,91,2021-09-19,0,0.75,2023-04-08
County,27001,White,92,2021-09-26,0,0.25,2023-04-08
County,27001,White,93,2021-10-03,1,0.625,2023-04-08
County,27001,White,94,2021-10-10,2,1,2023-04-08
County,27001,White,95,2021-10-17,0,0.375,2023-04-08
County,27001,White,96,2021-10-24,1,0.625,2023-04-08
County,27001,White,97,2021-10-31,1,0.375,2023-04-08
County,27001,White,98,2021-11-07,0,0.5,2023-04-08
County,27001,White,99,2021-11-14,0,0.625,2023-04-08
County,27001,White,100,2021-11-21,1,0.375,2023-04-08
County,27001,White,101,2021-11-28,0,0.125,2023-04-08
County,27001,White,102,2021-12-05,0,0.875,2023-04-08
County,27001,White,103,2021-12-12,0,0.5,2023-04-08
County,27001,White,104,2021-12-19,0,0.75,2023-04-08
County,27001,White,105,2021-12-26,0,0.5,2023-04-08
County,27001,White,106,2022-01-02,0,0.25,2023-04-08
County,27001,White,107,2022-01-09,0,0.75,2023-04-08
County,27001,White,108,2022-01-16,0,0.625,2023-04-08
County,27001,White,109,2022-01-23,0,0.125,2023-04-08
County,27001,White,110,2022-01-30,0,0.375,2023-04-08
County,27001,White,111,2022-02-06,0,0.375,2023-04-08
County,27001,White,112,2022-02-13,0,0.25,2023-04-08
County,27001,White,113,2022-02-20,1,0.25,2023-04-08
County,27001,White,114,2022-02-27,2,0.75,2023-04-08
County,27001,White,115,2022-03-06,0,0.375,2023-04-08
County,27001,White,116,2022-03-13,0,0.5,2023-04-08
County,27001,White,117,2022-03-20,1,0.375,2023-04-08
County,27001,White,118,2022-03-27,0,0.25,2023-04-08
County,27001,White,119,2022-04-03,1,0.5,2023-04-08
County,27001,White,120,2022-04-10,0,0.5,2023-04-08
County,27001,White,121,2022-04-17,0,0.375,2023-04-08
County,27001,White,122,2022-04-24,2,0.875,2023-04-08
County,27001,White,123,2022-05-01,0,0.25,2023-04-08
County,27001,White,124,2022-05-08,2,0.375,2023-04-08
County,27001,White,125,2022-05-15,0,0.375,2023-04-08
County,27001,White,126,2022-05-22,2,0.375,2023-04-08
County,27001,White,127,2022-05-29,0,0.5,2023-04-08
County,27001,White,128,2022-06-05,0,0.375,2023-04-08
County,27001,White,129,2022-06-12,0,0.375,2023-04-08
County,27001,White,130,2022-06-19,0,0.875,2023-04-08
County,27001,White,131,2022-06-26,0,0.5,2023-04-08
County,27001,White,132,2022-07-03,1,0.625,2023-04-08
County,27001,White,133,2022-07-10,2,0.375,2023-04-08
County,27001,White,134,2022-07-17,0,0.375,2023-04-08
County,27001,White,135,2022-07-24,0,0.5,2023-04-08
County,27001,White,136,2022-07-31,0,0.5,2023-04-08
County,27001,White,137,2022-08-07,0,0.875,2023-04-08
County,27001,White,138,2022-08-14,0,0.5,2023-04-08
County,27001,White,139,2022-08-21,0,0.375,2023-04-08
County,27001,White,140,2022-08-28,2,0.125,2023-04-08
County,27001,White,141,2022-09-04,0,0.5,2023-04-08
County,27001,White,142,2022-09-11,0,0.625,2023-04-08
County,27001,White,143,2022-09-18,0,0.625,2023-04-08
County,27001,White,144,2022-09-25,1,0.375,2023-04-08
County,27001,White,145,2022-10-02,0,0.25,2023-04-08
County,27001,White,146,2022-10-09,0,1.125,2023-04-08
County,27001,White,147,2022-10-16,0,0.625,2023-04-08
County,27001,White,148,2022-10-23,0,0.625,2023-04-08
County,27001,White,149,2022-10-30,0,0.375,2023-04-08
County,27001,White,150,2022-11-06,1,0.375,2023-04-08
County,27001,White,151,2022-11-13,0,0.5,2023-04-08
County,27001,White,152,2022-11-20,0,0.5,2023-04-08
County,27001,White,153,2022-11-27,1,0.125,2023-04-08
County,27001,White,154,2022-12-04,0,0.75,2023-04-08
County,27001,White,155,2022-12-11,1,0.75,2023-04-08
County,27001,White,156,2022-12-18,0,0.75,2023-04-08
County,27001,White,157,2022-12-25,1,0.5,2023-04-08
County,27001,White,158,2023-01-01,0,0.25,2023-04-08
County,27001,White,159,2023-01-08,0,0.75,2023-04-08
County,27001,White,160,2023-01-15,0,0.5,2023-04-08
County,27001,White,161,2023-01-22,0,0.25,2023-04-08
County,27001,White,162,2023-01-29,0,0.25,2023-04-08
County,27001,White,163,2023-02-05,0,0.5,2023-04-08
County,27001,White,164,2023-02-12,1,0.25,2023-04-08
County,27001,White,165,2023-02-19,0,0.125,2023-04-08
County,27001,White,166,2023-02-26,0,0.75,2023-04-08
County,27001,White,167,2023-03-05,0,0.5,2023-04-08
County,27001,White,168,2023-03-12,2,0.125,2023-04-08
County,27001,White,169,2023-03-19,0,0.625,2023-04-08
County,27001,White,170,2023-03-26,0,0.375,2023-04-08
County,27001,White,171,2023-04-02,0,0.5,2023-04-08
County,27003,White,1,2019-12-29,6,6.375,2023-04-08
County,27003,White,2,2020-01-05,22,22.875,2023-04-08
County,27003,White,3,2020-01-12,31,33.875,2023-04-08
County,27003,White,4,2020-01-19,14,28.375,2023-04-08
County,27003,White,5,2020-01-26,15,17.625,2023-04-08
County,27003,White,6,2020-02-02,11,17.5,2023-04-08
County,27003,White,7,2020-02-09,22,28.375,2023-04-08
County,27003,White,8,2020-02-16,23,24.75,2023-04-08
County,27003,White,9,2020-02-23,14,16,2023-04-08
County,27003,White,10,2020-03-01,8,16.375,2023-04-08
County,27003,White,11,2020-03-08,20,24.875,2023-04-08
County,27003,White,12,2020-03-15,12,23.5,2023-04-08
County,27003,White,13,2020-03-22,4,17.875,2023-04-08
County,27003,White,14,2020-03-29,0,14.5,2023-04-08
County,27003,White,15,2020-04-05,0,23,2023-04-08
County,27003,White,16,2020-04-12,0,21.75,2023-04-08
County,27003,White,17,2020-04-19,0,24.625,2023-04-08
County,27003,White,18,2020-04-26,0,16.5,2023-04-08
County,27003,White,19,2020-05-03,0,18.375,2023-04-08
County,27003,White,20,2020-05-10,1,30.5,2023-04-08
County,27003,White,21,2020-05-17,0,27.625,2023-04-08
County,27003,White,22,2020-05-24,0,15.75,2023-04-08
