site_id,serial_share,hhs_threatened_rate,filings_pandemic,filings_past_year,filings_past_month,filings_pandemic_pct_hist,filings_past_year_pct_hist,filings_past_month_pct_hist,median_rent,renter_hh,eviction_filing_rate,site
45019,0.35969681990443236,0.10637104548242925,24214,10005,854,0.49769026416800694,0.6710261569416499,0.7057851239669422,1346,57055,0.175357111559022,charleston
39061,0.2294057281462823,0.07491874890791543,33959,12607,778,0.8069644316864056,0.9859077827827827,0.6755817992358458,906,143075,0.08811462519657522,cincinnati
39035,0.14255844896407527,0.05044974204560711,15904,6469,594,0.5807346819542832,0.7776876145823941,0.8120300751879699,799,104282,0.06203371626934658,cleveland
39049,0.25118622224825726,0.06642179845841975,56714,22862,2135,0.9404475004974684,1.2486755147741548,1.5035211267605635,1102,257009,0.08895408332003937,columbus
09001,0.09140727750986408,0.03856069378819512,8777,4534,359,0.685935342694141,1.1324619099159101,1.0824120603015064,1644,118307,0.03832402140194578,bridgeport
09003,0.11264822134387352,0.05822449801507393,13636,7158,525,0.7089283238596977,1.1835969795513421,1.0884588804422952,1221,121667,0.05883271552680677,hartford
09,0.10267369952710076,0.04612445128639651,42636,21795,1623,0.6800325374419824,1.107206963118501,1.0196858638743436,1277,476797,0.04571127754578993,connecticut
48113,0.17263145868441346,0.07259039329558437,96496,40923,3170,0.7303810754077183,1.0139662036042878,0.9118803336849179,1273,482309,0.08484809530819454,dallas
10003,0.2608510032730895,0.1000398621907121,19997,8199,711,0.537391245926971,0.7259767570558937,0.7266223811957078,1236,70242,0.11672503630306655,wilmington
10,0.25199089874857794,0.09717628633285734,30598,12618,1204,0.5290956800664006,0.7190153285087469,0.7957699933906147,1208,108545,0.1162467179510802,delaware
48439,0.24043515462657375,0.07398966261039437,92623,44444,3683,0.7748755048302662,1.1837055384656359,1.1773355710061535,1287,442278,0.10048883281555944,fortworth
48201,0.26546710998109396,0.07372614048052487,174355,83415,6930,0.9396709225056454,1.4289997087694652,1.4976497919930845,1168,832215,0.1002325120311458,houston
45045,0.35982074543665976,0.14799417664186348,36629,14358,1298,0.7747086567542988,0.9915917056579016,1.0587275693311582,1077,61820,0.23225493367842123,greenville
12103,0.08418789282170029,0.05178645866048435,49729,20020,1771,0.8615296660271041,1.1382760973390949,1.1613114754098361,1313,350246,0.05715982480884864,tampa
18097,0.2459984384149912,0.12076423511662718,68729,27955,2621,0.6985080391080757,0.9373873534022417,0.9524847824111928,960,169686,0.1647454710465212,indianapolis
18141,0.15258964143426296,0.07776435232518511,6896,2924,201,0.6822150223827071,0.9555555555555556,0.7083700440528634,906,32277,0.09059082318678935,southbend
18,0.17923037250237078,0.07757293394162704,186780,74719,6765,0.7777428468519486,1.0256624959677143,1.0143569366870338,905,774845,0.09643089908304242,indiana
12031,0.15760829046447478,0.08056581674024686,33987,15728,1220,0.8937643977405408,1.321347559438797,1.2842105263157895,1203,166485,0.09447097336096345,jacksonville
32003,0.3786546657526898,0.09063381270866872,123422,58458,4447,1.1099774491707006,1.601336775713415,1.6952253883541408,1325,370204,0.15790753206340288,lasvegas
47157,0.23237586081913736,0.13491689945414648,68475,29591,2197,0.7736654341875948,1.0990055802638787,0.9138935108153078,1043,163597,0.18087739995232185,memphis
55079,0.22801598837209305,0.05694716040185823,34126,12787,1168,0.7928166527274417,0.9826478544202631,0.940873207668761,954,193302,0.06615037609543616,milwaukee
27053,0.07829457364341086,0.03754761670868943,20645,13137,1108,0.7733802843282324,1.6169859219939995,1.5193692149468632,1265,274851,0.04779680626957879,minneapolis
27,0.09288488961007033,0.0330182552619445,41631,24730,2095,0.7518522699054112,1.469028914267045,1.4065122524337026,1113,615932,0.040150536098140704,minnesota
29095,0.17939282428702852,0.06225251169944693,21225,9565,961,0.7112578121073002,1.0559726208876132,1.1882534775888718,1044,122228,0.07825539156330792,kansascity
29510,0.18871548619447776,0.06291572465118153,35179,15865,1618,0.7094900521342785,1.0566276494780134,1.1189488243430152,951,198599,0.07988459156390515,stlouis
29,0.16799489958559133,0.0407333297841536,96705,38737,3778,0.6950818493827604,0.9165104132778905,1.0052551054347103,882,770131,0.05029923480550712,missouri
35001,0.2295365278868814,0.06128619159035982,20780,8726,822,0.5825623773479112,0.8003546532958294,0.8695345557122711,946,103857,0.08401937279143437,albuquerque
35,0.1807338614221979,0.04318931651323835,34784,14223,1367,0.626377584095657,0.8397425804927976,0.9244815148782667,906,254299,0.055930223870325875,newmexico
22071,0.11745052685684912,0.05166575931802791,13624,5743,527,0.6729562855025932,0.9356467904855001,1.0435643564356436,1082,75311,0.07625712047376877,neworleans
44007,0.1962809917355372,0.04450574712643678,14932,6324,544,0.7225918846330663,1.002496730472001,1.051207729468599,1116,108750,0.058151724137931037,providence
44,0.204120144676836,0.03932080558492713,19630,8158,691,0.7749428563533077,1.0501518974306163,0.9623955431754875,1142,161721,0.050444902022619205,rhode_island
55,0.17529844310290046,0.02819444711061627,69160,25857,2304,0.7546840388035924,0.93301659850854,0.8164422395464209,921,781395,0.033090818344115334,wisconsin
48453,,,16434,9120,840,0.5444486162952492,0.9895117540687159,1.044776119402985,1437,270488,0.033716837715536366,austin
25025,,,13422,6832,403,0.518880051029777,0.8669775705085497,0.6367346938775507,1808,292933,0.023322739329471244,boston
12001,,,4607,2282,218,0.9291740898853741,1.398569969356486,2.0861244019138754,1134,47058,0.04849334863360109,gainesville
12086,,,96530,43444,3988,0.7328859773774381,1.0028469860420741,1.304546941445862,1520,908385,0.04782553652911486,miami
47037,,,28775,13151,1050,0.8380986592363178,1.2575863827616978,1.2106072252113762,1316,146398,0.08983046216478367,nashville
36061,,,254828,123071,7881,0.34546125804756334,0.5459146557842446,0.43805235951308985,1640,2177959,0.05650749164699611,newyork
42,,,260570,114357,9915,0.693097486367868,0.999224523409563,0.9785827082510856,1036,1571478,0.07277034740543616,pennsylvania
42101,,,31092,15343,1093,0.4493323313486329,0.7256174700575793,0.593941040619481,1181,311986,0.04917848877834262,philadelphia
04013,,,172699,77113,6976,0.8231162111460207,1.206383524611707,1.2663374963694451,1389,583611,0.13213082001538695,phoenix
42003,,,25447,12537,1162,0.5248649267422879,0.8492148994916522,0.9090866756139807,972,186277,0.06730299500206681,pittsburgh
51760,,,35705,20392,1507,0.44599333601891145,0.8401017581082055,0.6865603644646925,1203,87693,0.23253851504681103,richmond
51,,,249540,136461,11554,0.4662337543036799,0.8392534352342198,0.8038543822726245,1331,1079291,0.12643578052628995,virginia
0,,,2439460,1111291,92256,0.6433216868237143,0.9541792072623876,0.9367107329238248,,14527152,0.07649751307069685,all_sites
